song_id,song_name,popularity,danceability,energy,valence,acousticness,speechiness,artists,is_billboard
2FAL6hxj5Qxuj0kWOkEOsF,She Bop,47,0.583,0.891,0.814,0.00088,0.0345,Cyndi Lauper,False
3mbcW1KDbnkdgjq03JHiQ6,The Warrior,45,0.607,0.9,0.8,0.0746,0.0426,Patty Smyth,True
0YHgQnCiCfjKq3onzayWy1,The Medicine Song,17,0.769,0.625,0.658,0.0804,0.0479,Stephanie Mills,True
1j80zF5RggyxXXi9f6U1Yw,Satisfied Man,20,0.655,0.844,0.628,0.0177,0.0344,Molly Hatchet,True
2EGaDf0cPX789H3LNeB03D,Cruel Summer,59,0.666,0.871,0.936,0.27,0.0272,Bananarama,True
5eqTvP4fooKYTc9LdmrpdT,All Night Long,25,0.372,0.859,0.401,0.0361,0.0765,Billy Squier,True
5WEqLAkxFbCF5pKWME9sQ9,The Lucky One,30,0.873,0.628,0.4,0.346,0.0413,Laura Branigan,True
6Yn8CbO3mPdWSe6EGixsfw,I Can't Let Go,5,0.615,0.221,0.232,0.5,0.0292,Stephen Stills,True
3VLM7nKk1zYnqIRkKjkQBJ,Flesh For Fantasy,29,0.596,0.715,0.671,0.119,0.0409,Billy Idol,True
6FY0PMsCTpCzm4G1Z3VSn2,There Goes My Baby,11,0.79,0.622,0.843,0.118,0.0408,Donna Summer,True
143sH2crBs4fUQyRr8pjUm,Go Insane,34,0.724,0.665,0.942,0.0309,0.0314,Lindsey Buckingham,True
1pWW4L3frDisJVhSNxEw99,Dynamite,26,0.56,0.724,0.774,0.000471,0.0498,Jermaine Jackson,True
6xBedrkburGrmhQGvlBfoH,If This Is It,40,0.512,0.493,0.836,0.155,0.0276,Huey Lewis & The News,True
3HXi6SaOditgdVXtiw8hmp,The Allnighter,14,0.545,0.959,0.657,0.508,0.318,Glenn Frey,False
1cApo5IeHOea0dD3Cs3QMB,Love Kills,47,0.665,0.704,0.252,0.000907,0.0428,Freddie Mercury,False
5lUCFpIXXOPf3wnpaxb6LY,Say Hello to Ronnie,1,0.679,0.804,0.51,0.0197,0.036,Janey Street,False
0FoB9BAV7B2Kv6NxOFZtSO,When You Close Your Eyes,45,0.472,0.635,0.591,0.016,0.0357,Night Ranger,True
0XOuVAHsANAWw0LF0Yxkw5,Torture,53,0.754,0.836,0.965,0.0179,0.0425,The Jacksons,True
300zfRaCgTmEm5Eqe3HqZZ,Ghostbusters,62,0.779,0.717,0.789,0.0125,0.0335,"Ray Parker, Jr.",False
1hlveB9M6ijHZRbzZ2teyh,We're Not Gonna Take It,71,0.502,0.924,0.922,0.0127,0.0503,Twisted Sister,True
6HPLeKiNm92RbykX2BDTUB,Stuck On You,68,0.509,0.317,0.247,0.621,0.0305,Lionel Richie,True
64qqAndEvEwOcGlOYZnwqf,Sunglasses at Night,53,0.664,0.716,0.752,0.475,0.0521,Corey Hart,False
1Y1f545iaGofOJo4qya2e5,(What) In the Name of Love,28,0.705,0.751,0.833,0.0646,0.0385,Naked Eyes,True
2O3JCRH7IvUUbzbxEvoVAi,High Energy,38,0.956,0.765,0.711,0.143,0.0619,Evelyn Thomas,False
4TIkesxpN5caX6XpsiirnH,If Ever You're in My Arms Again,58,0.599,0.442,0.415,0.667,0.0239,Peabo Bryson,False
7BsLpcQJSprcNf61lyBZrT,Midnite Maniac,35,0.562,0.723,0.88,0.0556,0.0324,Krokus,True
64JnarXGXw1Y8KnTqQbG5v,You Take Me Up,30,0.7,0.548,0.854,0.587,0.0442,Thompson Twins,True
6EZKvBJc9ljadSjWytSti2,Wanted Man,46,0.608,0.913,0.509,0.000302,0.0611,Ratt,True
12c1PXyghlSuNVO9GZi0DH,Rock Me Tonite,40,0.472,0.724,0.673,0.0987,0.0522,Billy Squier,True
1grnSNpTAe14gjtqfArZan,New Girl Now,45,0.589,0.768,0.694,0.104,0.0417,Honeymoon Suite,True
495JEchG0SBd6awOF4HD5w,The Real End,17,0.539,0.269,0.6,0.44,0.033,Rickie Lee Jones,False
6cPVwS3cXkSlczxIWbImzj,Slow Dancin',1,0.606,0.645,0.814,0.517,0.0711,Peabo Bryson,False
3vYnUycktGU16HBr7cC8oM,Just The Way You Like It,36,0.732,0.658,0.739,0.0454,0.0339,The S.O.S Band,True
4e4EjNZodRI8IR1CCO8D8M,"You, Me And He",38,0.77,0.28,0.389,0.266,0.186,Mtume,True
4Qw41GUmS4rF7GR3am9Rt6,Leave a Tender Moment Alone,46,0.628,0.548,0.564,0.229,0.0423,Billy Joel,True
25OUeDZIDX1UIQlsrWcCgc,Only When You Leave,52,0.667,0.775,0.841,0.355,0.0287,Spandau Ballet,False
01wn883KcvAKFrn8o0kDgi,Layin' It on the Line,25,0.648,0.918,0.654,0.00102,0.0447,Jefferson Starship,True
5B6Z7NwVqA7W3UFiqBdEJC,Round and Round,62,0.616,0.965,0.405,0.0135,0.0613,Ratt,True
7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,74,0.527,0.942,0.495,0.0115,0.0366,Bruce Springsteen,True
6OcLpsG6btCBvPvrFCS2Lw,17,26,0.795,0.732,0.874,0.0176,0.0562,Rick James,False
1fF2dvBsbTk2wrOEaR6f5B,Sad Songs (Say So Much),50,0.741,0.885,0.923,0.156,0.028,Elton John,True
4k0bXm9Q4RaTuYi09i4lKK,Jump (For My Love),61,0.86,0.705,0.854,0.107,0.0894,The Pointer Sisters,False
5Bxl6uiDPrMjNmTrAr7Q4d,Yes Or No,20,0.563,0.662,0.786,0.241,0.0339,The Go-Go's,True
6fQbHt19xd7KLkofX7S6Y9,Turn Around,7,0.545,0.157,0.171,0.809,0.0329,Neil Diamond,True
6c3rTjGR3FuGfTGj4D5S7l,Sexy Girl,28,0.797,0.32,0.926,0.27,0.0282,Glenn Frey,True
3iIARoyC9KRQXdl2ZWn3xK,Right By Your Side,22,0.545,0.57,0.85,0.00526,0.048,Eurythmics,True
1sLTxLJzyoBJiPzv420KAx,State of Shock,39,0.98,0.846,0.891,0.283,0.139,The Jacksons,True
6NG0ZuJsu99WgQ2yFUUAOy,"The More You Live, The More You Love",41,0.622,0.74,0.786,0.00388,0.0354,A Flock Of Seagulls,True
5QTCFAfdrJgaabRzWwNEHa,Stranger,6,0.777,0.645,0.947,0.00813,0.036,Stephen Stills,True
42Lq6GBO5KUSNeSgJsOoke,Panama,43,0.515,0.987,0.298,0.00135,0.108,Van Halen,True
3nOLOqG4cvbwHIuP6J8a6m,Alibis,21,0.843,0.511,0.79,0.3,0.0288,"Sérgio Mendes, Joe Pizullo",False
1lMJ5SvAH2s5hr2RUaZwhZ,Two Sides Of Love,25,0.451,0.871,0.613,0.0013,0.0439,Sammy Hagar,True
6JNJERZGJwDVgkmbohBw7u,Self Control,68,0.814,0.686,0.779,0.219,0.0342,Laura Branigan,True
4FMNpPI7mkhdeFCCk6fZiE,Borderline,54,0.807,0.764,0.371,0.082,0.0312,Madonna,True
0pUVeEgZuNyFzIMKp67RbS,Eyes Without A Face,64,0.391,0.815,0.647,0.0177,0.0518,Billy Idol,True
5bdrdM3e6ydj4KLEeanBcV,High On Emotion,42,0.609,0.701,0.602,0.0666,0.0238,Chris de Burgh,True
3ONQHqfJFlOqD5k0hQNmhH,Infatuation,28,0.709,0.576,0.77,0.0345,0.0308,Rod Stewart,True
1VcPSYxruZk08GmaM7NOur,Bullish,25,0.755,0.61,0.521,0.144,0.0367,Herb Alpert & The Tijuana Brass,True
2bkpCVvOn2XZGhzA4fPyuZ,Mama Weer All Crazee Now,45,0.433,0.785,0.421,0.00726,0.0503,Quiet Riot,True
5fvckCqCWIxJzBoKZ02JEY,She's Mine,33,0.479,0.835,0.368,0.27,0.0432,Steve Perry,True
3taPq5NfPwyHv9sTllex4I,Satisfy Me,5,0.574,0.897,0.574,0.0306,0.075,Billy Satellite,True
7JuUxcg1Xci0xHAVzZIjdG,My Oh My,45,0.439,0.63,0.376,0.00573,0.0289,Slade,False
4y8RO3ws5u1eEdqHM1z5QP,Turn To You,28,0.473,0.89,0.677,0.0333,0.0879,The Go-Go's,True
1rLQBnmGJnZALKuqYm9fJY,Can't Wait All Night,13,0.622,0.775,0.779,0.202,0.03,Juice Newton,True
7oX2VrT1LwzJqhYJZuxPkR,Dance Hall Days,39,0.673,0.686,0.512,0.306,0.0417,Wang Chung,False
2B8UVVY69xM1HrqVspYdJF,I'm Free (Heaven Helps the Man ),45,0.585,0.807,0.814,0.0901,0.039,Kenny Loggins,False
4I4lFg0vyxd043KXXBlpDL,Romancing the Stone,12,0.67,0.898,0.373,0.0161,0.227,Dubble Trubble,False
1lB2kyB5h9ceZ388GBfC9L,Jam On It,47,0.804,0.782,0.346,0.00302,0.0606,Newcleus,True
7tT5uKAuCXXy8aw70xrjjQ,Doctor! Doctor!,31,0.686,0.66,0.92,0.298,0.0309,Thompson Twins,True
0KrGaST9IK03hvcKdHzU5J,Here She Comes,30,0.764,0.504,0.961,0.245,0.0293,Bonnie Tyler,False
3PQBLoeglM7x2NqQ7SPt8v,Rain,30,0.408,0.885,0.369,0.000191,0.0639,Dragon,False
0OsWMTxDjtpmJjX43113oq,The Reflex,48,0.556,0.9,0.804,0.123,0.097,Duran Duran,True
7z8k6KAvjHX3RtkYNhIC9B,Magic,48,0.683,0.806,0.962,0.125,0.042,The Cars,True
1pIXin9T1WylRsqDMnv55h,I Send A Message,40,0.816,0.508,0.666,0.0788,0.0644,INXS,True
129uwhMOmk58dLfK7dti75,Next Love,13,0.844,0.767,0.814,0.284,0.101,Deniece Williams,True
715sEYWkafd4xvl87dwZgu,The Heart Of Rock And Roll,53,0.594,0.77,0.961,0.0303,0.0376,Huey Lewis & The News,False
4GlpFVMLsfibHZMyP0uCLd,Cleanin' Up the Town,32,0.574,0.696,0.882,0.0369,0.0352,The Bus Boys,False
4di1ZLKG8Srva9jj9NvnT8,Taking It All Too Hard,5,0.65,0.688,0.914,0.471,0.0302,Daryl Stuermer,False
1qv9TWDpXh50DPLgWD4bnH,Happy Ending,35,0.638,0.791,0.725,0.092,0.0259,"Joe Jackson, Elaine Caswell",True
6xRvKADwRqGUUD5R2LhefZ,She Loves My Car,10,0.763,0.534,0.781,0.0532,0.0339,Ronnie Milsap,True
5ncLNCx0nnz763Aug1q4ay,No Way Out,36,0.587,0.791,0.349,0.0222,0.0301,Jefferson Starship,True
7o9uu2GDtVDr9nsR7ZRN73,Time After Time,68,0.726,0.449,0.294,0.487,0.0286,Cyndi Lauper,False
48dATiBT4oYjfj9Si2sjPk,Stay the Night,31,0.691,0.67,0.748,0.201,0.0331,Chicago,True
3jlBhFlOeL6pq6o6oja0lJ,You Were Made for Me,14,0.618,0.451,0.338,0.576,0.0297,Irene Cara,True
3kkWD4jESZLL9eXrzJypGH,Boys Do Fall In Love,45,0.829,0.604,0.881,0.118,0.0304,Robin Gibb,False
57trQKFZdJxHia4sMJioWk,Sister Christian,60,0.447,0.348,0.227,0.159,0.039,Night Ranger,True
3tPAbAiRwQ4OvVaeEopJVb,First Day of Summer,6,0.768,0.823,0.956,0.0972,0.0294,Tony Carey,False
4zEi4tr3lEhiAvTRxEzbEz,Oh Sherrie,59,0.333,0.695,0.317,0.372,0.0465,Steve Perry,True
1spr3ff7dxssldzMZmoITf,Somebody Else's Guy,41,0.803,0.778,0.746,0.198,0.116,Jocelyn Brown,False
4VyU9Tg4drTj2mOUZHSK2u,Let's Hear It for the Boy,60,0.808,0.485,0.714,0.0761,0.056,Deniece Williams,True
3CxRjscacOanWPuT3S4f2j,Farewell My Summer Love,24,0.65,0.751,0.648,0.0641,0.0362,Michael Jackson,True
0RdUX4WE0fO30VnlUbDVL6,Still Loving You,69,0.282,0.605,0.0783,0.0047,0.0294,Scorpions,True
3Ht0kBuOH7z17OzOOghWKf,Don't Walk Away,21,0.58,0.737,0.327,0.0289,0.0314,Rick Springfield,False
5yqIBcH5TWKZ6pgPlHXnpW,Simple,15,0.73,0.91,0.919,0.259,0.0473,Johnny Mathis,True
0Njh4xmjFcX3f8TO1ocdlb,You're The Best Thing,54,0.604,0.723,0.68,0.432,0.0358,The Style Council,False
1By78kkp659I6PkaO0avAC,Feels So Real (Won't Let Go),39,0.898,0.506,0.777,0.0414,0.059,Patrice Rushen,True
6HMvJcdw6qLsyV1b5x29sa,Hello,66,0.424,0.222,0.0606,0.646,0.0391,Lionel Richie,True
07Flc3vC52fHU04vUdCcdt,You Can't Get What You Want,7,0.473,0.964,0.644,0.479,0.0755,Joe Jackson,False
3UpixtD8Wm1S2M8Xgdc5B2,A Little Love,2,0.494,0.672,0.625,0.156,0.0341,Juice Newton,False
7toPCMj5WYNLJs4zbSHhiq,Against All Odds (Take a Look At Me Now),19,0.521,0.259,0.219,0.591,0.0344,Sweet Little Band,False
2tHxrYl7TLgtZS1noHjw33,It's A Miracle,28,0.766,0.56,0.726,0.0712,0.0401,Culture Club,True
52Lz3HKBItvMWuSNDBixq3,It Can Happen,40,0.565,0.872,0.41,0.0288,0.0313,Yes,True
5ponLS88v37duDQHewRDaX,She Don't Know Me,38,0.553,0.974,0.384,0.000343,0.0741,Bon Jovi,False
7iEVmnzJr1V7duYKPWplzp,Bringin' On The Heartbreak,53,0.329,0.676,0.529,0.0366,0.0324,Def Leppard,True
1k1I1C7pOi7tK1kUx2DZ0N,Prime Time,39,0.798,0.633,0.81,0.0956,0.0355,The Alan Parsons Project,True
13TdxPOQxt76PUCNr79L1H,Who's That Girl?,26,0.704,0.427,0.573,0.545,0.0389,Eurythmics,True
6jGyTuBLLX4dKU2Vu8B89b,Thin Line Between Love and Hate,18,0.672,0.413,0.667,0.409,0.031,Pretenders,True
6cARFkZxx2JR3JlvDzeLZc,Love of the Common People,53,0.744,0.609,0.893,0.0883,0.0758,Paul Young,False
0r02aCNepGuuVHQfG0v1jB,The Moment Of The Truth,40,0.677,0.776,0.5,0.136,0.0405,Survivor,True
52OZHfECHFby7imEwAtmPg,Run Runaway,10,0.557,0.749,0.615,0.000463,0.0536,Black Country Rockers,False
7joGk0tpUh7qAK1QunxmML,South Central Rain - I'm Sorry,1,0.5,0.442,0.346,0.438,0.029,Vitamin String Quartet,False
3TErAU4uxvlu8C03aaFMmV,"Young Thing, Wild Dreams (Rock Me)",8,0.74,0.53,0.924,0.0443,0.037,Red Rider,False
1Xq9mW18XoH4VhsKlsnSO9,So You Ran,11,0.622,0.606,0.835,0.0019,0.0297,Orion The Hunter,False
0vEVMU2gbjGrXHEyVZcj0G,To All the Girls I've Loved Before,0,0.576,0.483,0.277,0.736,0.0293,The Karaoke Channel,False
5DH7nDryMhpixm4G4B7RP9,The Longest Time,62,0.637,0.333,0.588,0.181,0.0262,Billy Joel,True
0GvY6UcFIiAt1PkuFCIhJR,When We Make Love,39,0.481,0.0758,0.14,0.649,0.0433,Alabama,True
5YBbCAsC19yTItMOaRlmG1,What Is Love?,36,0.58,0.912,0.799,0.271,0.063,Howard Jones,False
0Q7aj2T90BmSCv2fLyUkTJ,Dancing In the Sheets,50,0.874,0.556,0.883,0.00643,0.0708,Shalamar,False
3dTuAv5fc7dUffZkWja4AR,I Lost On Jeopardy,28,0.884,0.776,0.792,0.277,0.0426,"""Weird Al"" Yankovic",True
4BixGe6AcqJU2etTzeh2cN,Such a Shame,53,0.598,0.68,0.708,0.209,0.029,Talk Talk,False
7jQXYaNA782iophb5GzFuP,Freakshow on the Dance Floor,40,0.868,0.83,0.966,0.102,0.0573,The Bar-Kays,False
5d4ZCmvSLvjMOSdIKkCyQ5,The Lebanon,45,0.605,0.619,0.49,0.000787,0.0478,The Human League,True
5AgzF3Ov3TFxeQ5JDkyQYC,The Ghost in You,51,0.578,0.653,0.755,0.00719,0.0273,The Psychedelic Furs,False
58XWGx7KNNkKneHdprcprX,Rock You Like A Hurricane,69,0.482,0.617,0.718,0.00543,0.0458,Scorpions,True
4vk81xgPsTv0auIZh0cvGK,My Ever Changing Moods,48,0.54,0.413,0.436,0.859,0.0283,The Style Council,False
4Vxz00VCc532i8H8Z7ecAh,Whisper to a Scream (Birds Fly),0,0.584,0.794,0.664,0.00272,0.0392,The Karaoke Channel,False
3rjONa9b7zc16b8nmXAuCG,Head Over Heels,42,0.552,0.722,0.91,0.000827,0.0388,The Go-Go's,False
6W2VbtvMrDXm5vYeB7amkO,Footloose,68,0.546,0.895,0.494,0.0819,0.0579,Kenny Loggins,True
3u7ffLulYoencaivAqimKE,Love Will Show Us How,32,0.577,0.867,0.931,0.0951,0.0405,Christine McVie,True
3xkoUGbf11dLvsfIdgfmIp,Hold Me Now,55,0.871,0.491,0.73,0.573,0.0392,Thompson Twins,True
0PJHmzxHNDCU4vh0W4aHYT,No More Words,30,0.708,0.735,0.747,0.00104,0.0418,Berlin,False
7BvuV4c1BGhaRapcXvRu5z,You Might Think,59,0.71,0.774,0.966,0.141,0.0333,The Cars,True
6HCAvDSaFft5KL0ozPFgLs,Don't Waste Your Time,15,0.71,0.78,0.559,0.0239,0.0511,Yarbrough & Peoples,True
1iVcbSArXaTkjwn4lglY7N,Tonight Is What It Means To Be Young,41,0.513,0.842,0.547,0.207,0.045,Fire Inc.,False
4tj1w7zjl2meQFYud0JdZA,Music Time,16,0.527,0.71,0.789,0.0682,0.0481,Styx,True
6HnqIYsGMS4ijZl8277Gqo,Heart Don't Lie,8,0.74,0.769,0.97,0.277,0.0418,Latoya Jackson,True
2rVZC1JG8pBIuUUdrpvjPx,Too Young To Fall In Love,54,0.486,0.811,0.852,0.135,0.0346,Mötley Crüe,True
1y8bnXm0fWhUUcCYr1SvC9,Tonight,32,0.824,0.445,0.964,0.245,0.0393,Kool & The Gang,True
3YnoRANvisc9OL9LTjQWYJ,Believe In Me,39,0.415,0.175,0.266,0.59,0.0275,Dan Fogelberg,True
4mMmxhapecfE1zp5sDafCU,Love Somebody,32,0.578,0.899,0.748,0.0138,0.0323,Rick Springfield,False
6m7fhJkK6TbuGDFhBNpgyn,It's My Life,52,0.599,0.907,0.833,0.0733,0.0445,Talk Talk,False
4KhOfYSg4ULCbTjCLj3EB2,Give Me Tonight,42,0.697,0.979,0.583,0.0199,0.0538,Shannon,False
3FeQweSLSbVkLcPDZuTiGX,White Horse,41,0.812,0.554,0.785,0.00254,0.0567,Laid Back,False
00FDHurakzVEiPutdUxXXq,Wouldn't It Be Good,58,0.655,0.705,0.749,0.169,0.0285,Nik Kershaw,True
5Ts515NJwLJWVszLd5ke4Z,Little Lady,3,0.401,0.916,0.385,0.00044,0.0726,Duke Jupiter,True
7iAqvWLgZzXvH38lA06QZg,I Want To Break Free,68,0.807,0.414,0.502,0.105,0.0352,Queen,True
2571NtXJ1kC7McY9ThEsgH,I Pretend,25,0.692,0.59,0.639,0.713,0.0265,Kim Carnes,False
0tOkXHcYsR2Y07XiGl0Yme,They Don't Know,40,0.505,0.843,0.809,0.142,0.0372,Tracey Ullman,False
5QW1EprEeYRlalLAAlo0d6,She's Strange,40,0.823,0.604,0.878,0.137,0.0898,Cameo,True
6Y7vb4n0S7kt9b3cMhKi74,Miss Me Blind,31,0.784,0.56,0.848,0.361,0.041,Culture Club,True
3CCgmzeAVzYRRvchXF86sO,Wonderland,26,0.551,0.88,0.842,0.0468,0.0452,Big Country,False
3IeVrRu0jOlwOkTwD9AykT,Don't Answer Me,53,0.615,0.783,0.634,0.0717,0.0303,The Alan Parsons Project,True
39UfPAtmfMyR92h1sAx26u,There's No Easy Way,11,0.588,0.291,0.17,0.737,0.0333,James Ingram,False
1jM23jASF0JrhgqYhqCZfl,Original Sin,55,0.685,0.633,0.731,0.0136,0.0377,INXS,True
5091oN6DGFSX8vfZsJyJij,"A Fine, Fine Day",30,0.639,0.579,0.754,0.0591,0.0342,Tony Carey,True
0b0reE6bEYu2cJAB3TXdfc,Little Bit Of Love,3,0.67,0.584,0.588,0.201,0.0397,Dwight Twilley,True
0yPEHHXezar80rMIQVRfTu,Automatic,40,0.784,0.453,0.927,0.163,0.0506,The Pointer Sisters,True
0I6s2DkUYwO6JIremD8qBr,Show Me,20,0.541,0.797,0.634,0.00148,0.0415,Pretenders,True
5KNhvluE6JZ8JdVYOADOJj,Here Comes the Rain Again,29,0.623,0.624,0.654,0.137,0.0317,Eurythmics,True
3sIsG7vDZr17BVimMeZZQS,Adult Education,46,0.659,0.75,0.932,0.0368,0.0371,Daryl Hall & John Oates,True
0uTSpsec5kXkNQQjzt6dIB,King of Suede,22,0.78,0.808,0.569,0.271,0.0382,"""Weird Al"" Yankovic",True
3qSlbAE7VfK1AVyxfoHNJZ,Leave It,42,0.663,0.898,0.628,0.528,0.0425,Yes,True
2gGdO0zLa9W8ce1Ig0BzFK,Somebody's Watching Me,37,0.794,0.579,0.874,0.116,0.0348,Rockwell,False
34fM8khi0bNYXMzIBAToxj,Girls,5,0.705,0.668,0.965,0.0304,0.0309,Dwight Twilley,True
3Guz2ytmxqThnnJGHwXviA,Catch Me I'm Falling,34,0.574,0.803,0.771,0.000176,0.052,Real Life,False
4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,75,0.71,0.799,0.725,0.22,0.0328,Cyndi Lauper,False
6Fba9RZtC6vTY814JToDtP,Jump,54,0.547,0.822,0.774,0.0745,0.0292,Van Halen,True
0qT55oQ12PRiBEURIdO66w,I Cry Just a Little Bit,21,0.795,0.76,0.776,0.125,0.0482,Shakin' Stevens,False
0tz6cVT1n7oMjo0kvwa2TP,Sail Away,9,0.777,0.525,0.773,0.423,0.0303,The Temptations,True
5pJ3V9JlivV3zvyIgg2Keq,Eyes That See In The Dark,16,0.565,0.381,0.645,0.245,0.029,Kenny Rogers,True
7ESeFvtdL6Nj2Z9vcQ3X43,Whiter Shade Of Pale,11,0.364,0.518,0.489,0.0248,0.0272,Hagar Schon Aaronson Shrieve,True
0MXpsn1TiYioFpB0CJ7PDX,Robert De Niro's Waiting,48,0.686,0.806,0.833,0.0424,0.0272,Bananarama,True
64Qr40PagVTJhUHQyHYbB4,Love Me In A Special Way,46,0.491,0.314,0.192,0.644,0.0336,DeBarge,True
7uwJC9ngTvHYBtk1DH0aBr,Eat It,39,0.751,0.768,0.881,0.16,0.0979,"""Weird Al"" Yankovic",True
3YgdUfdrTuAm7Romn4m7pN,Days Gone By,6,0.62,0.646,0.522,0.0242,0.0257,Poco,False
0X1sqQ652p1sceKM2nJlIJ,Runaway,67,0.476,0.897,0.667,0.00482,0.0627,Bon Jovi,False
0mZNKyrUmsrlDRoYHWsyMu,I Want A New Drug,50,0.672,0.897,0.777,0.0786,0.0541,Huey Lewis & The News,True
0jn4nZA7te79ZebfJwTzGd,Blue Light,19,0.603,0.926,0.629,0.108,0.0494,David Gilmour,False
7L2eFj0KFJDmHTPMUL4ZxR,Holding Out for a Hero,66,0.612,0.675,0.883,0.0234,0.0398,Bonnie Tyler,True
40QPoAAKKMwPms6I6FHJqy,Give It Up,64,0.84,0.654,0.841,0.08,0.0621,KC & The Sunshine Band,False
1RmgLVx1f90AuMnqRHZS5j,Come Back and Stay,49,0.639,0.861,0.781,0.131,0.0917,Paul Young,False
1nFe2kvjeHAZUK9FKLvIBS,We're Going All The Way,15,0.429,0.532,0.266,0.645,0.0435,Jeffrey Osborne,False
0FCgqHNdcbhGIEmU8r6ZF1,Got a Hold on Me,41,0.75,0.787,0.718,0.144,0.0292,Christine McVie,True
6Kzi4F77twuPRkNhxonUET,One in a Million,32,0.656,0.925,0.97,0.0299,0.0437,The Romantics,True
5m924qZ01DV2OfagrGm3gd,Illegal Alien,0,0.627,0.313,0.961,0.00948,0.0562,Knight Instrumental,False
5qbCSeKhdGYz0wMiIs4TSI,Communication,29,0.582,0.744,0.529,0.295,0.0572,Spandau Ballet,False
4ZhPLoMzZwewHLLjV1J15c,99 Luftballons,71,0.575,0.555,0.504,0.103,0.0453,Nena,False
5aiDiU1POBDI736ktOtjRJ,The Kid's American,30,0.815,0.718,0.883,0.0988,0.0482,Matthew Wilder,True
6IQ1kOhgCfTxIHdWO4UnXe,Hunters Of The Night,21,0.56,0.533,0.868,0.026,0.029,Mr. Mister,False
4xKKdqzBo9hJTsCjw7ETc9,Downtown,16,0.629,0.642,0.286,0.0671,0.0318,Dolly Parton,True
4uH6MdmbYxltbi4rC1i1tt,The Language of Love,11,0.645,0.637,0.899,0.0824,0.0293,Dan Fogelberg,False
3OQtjPdt9V9wYGNuhDekH4,Devil In A Fast Car,2,0.731,0.503,0.571,0.547,0.0355,Sheena Easton,False
6UgSIl72NG9gTLxqHQ8qqP,Let's Stay Together,40,0.427,0.791,0.462,0.572,0.078,Tina Turner,True
196yNFOFZFpRAhD3jZEkyT,Jimmy Loves Maryann,6,0.522,0.888,0.887,0.0407,0.0322,Josie Cotton,False
36IhL1JanVQd4zVtITqnNX,New Moon on Monday,34,0.67,0.87,0.738,0.369,0.0812,Duran Duran,True
4TIJ7zSBNejpoIPaWpWRKc,Rebel Yell,68,0.53,0.864,0.484,0.000753,0.061,Billy Idol,True
3XDeeP9wBZzGhIPZmLfEEx,Karma Chameleon,63,0.661,0.552,0.928,0.214,0.0337,Culture Club,False
3cMktyft7qdkUu9dzqaQQq,New Song,11,0.794,0.806,0.84,0.182,0.0567,Howard Jones,False
4d8Bqtm7ODdQLFXxPSuK64,Let The Music Play,51,0.765,0.872,0.901,0.0038,0.119,Shannon,False
0ElLdRiKL4ctv4ZL3r9IRf,No Parking On the Dance Floor,33,0.979,0.919,0.969,0.0346,0.0896,Midnight Star,False
400ZJAUFuEuIGXhr7ie4xf,Wrapped Around Your Finger,53,0.747,0.448,0.608,0.0904,0.0345,The Police,True
5mKqa89zAVKXMRY92haT6p,Almost Over You,38,0.34,0.274,0.304,0.85,0.0301,Sheena Easton,False
1H2kd947CymlGpfuyBIzpg,Nobody Told Me,22,0.7,0.863,0.907,0.146,0.0375,John Lennon,True
1iaojUrt8wZSTF7kGmAJfv,Hands Across the Sea,25,0.667,0.567,0.685,0.029,0.0338,Modern English,False
7kl2XlNmTSUJQ2etBYgpXI,Joystick,15,0.724,0.672,0.854,0.0317,0.0403,Dazz Band,False
3aBNmGvg85AFXcvBXu6OJ6,Walking in My Sleep,13,0.643,0.45,0.732,0.35,0.0317,Roger Daltrey,True
1Gg14U26oq94uWcG7khccX,An Innocent Man,50,0.509,0.382,0.427,0.0466,0.0351,Billy Joel,True
6edQfeOlqbGteYixpJl3Sm,Joanna,44,0.857,0.602,0.957,0.489,0.029,Kool & The Gang,True
6RGmi17H0xpHb7hpMxFwip,When The Lady Smiles,48,0.704,0.816,0.83,0.438,0.0309,Golden Earring,True
5P95VXXWPCjOkr2lrWM0Oo,The Politics of Dancing,9,0.692,0.909,0.84,0.293,0.0406,Re-Flex,False
3tzThwUhsdY6ci0k5Ju4df,Don't Let Go,25,0.634,0.859,0.417,0.197,0.0826,Wang Chung,False
0xuWD2fiePVonFgx7GRClW,Hyperactive!,32,0.685,0.926,0.789,0.0884,0.0635,Thomas Dolby,True
1BRy02BYMn09m0tMrbOZUy,This Woman,35,0.705,0.84,0.906,0.156,0.0317,Kenny Rogers,False
0GTK6TesV108Jj5D3MHsYb,Owner of a Lonely Heart,67,0.695,0.746,0.885,0.306,0.0387,Yes,True
5wrR9E8MknPpCz6Zme97p6,That's All,38,0.615,0.705,0.792,0.237,0.0381,Genesis,True
5uRN4EmPA7BWs5f4xsIl0Z,Looks That Kill,61,0.485,0.945,0.731,0.0033,0.0402,Mötley Crüe,True
2W8cfF08zbVmjdu1dZjkDQ,Club Michelle,13,0.598,0.779,0.721,0.000625,0.0299,Eddie Money,True
2SgTwQEOydHi4E75TyWkhu,The Sun and the Rain,25,0.612,0.781,0.755,0.442,0.0296,Madness,True
64gd0sYZyawZebzZAO6eqS,Running With The Night,44,0.76,0.525,0.74,0.0779,0.037,Lionel Richie,True
