song_id,song_name,popularity,danceability,energy,valence,acousticness,speechiness,artists,is_billboard
05wIrZSwuaVWhcv5FfqeH0,Walking On Sunshine,77,0.596,0.869,0.944,0.0116,0.037,Katrina & The Waves,True
7AW4T7G3e8VsZ8D7jV1hMr,Cannonball,43,0.76,0.728,0.801,0.182,0.0347,Supertramp,True
4FVL0dB14SzXnPiH3ZCNbm,My Toot Toot,20,0.661,0.551,0.963,0.17,0.0401,Jean Knight,True
7igb7vlsFZkREmg9wS8R5h,"Bit By Bit (Theme From ""Fletch"")",17,0.673,0.753,0.73,0.00973,0.0376,Stephanie Mills,True
2v7qe4TkWOM0upTIDcSnd3,Smuggler's Blues,45,0.643,0.721,0.831,0.31,0.0283,Glenn Frey,True
11vItFXykyMe5BNKmItbo2,In My House,47,0.795,0.634,0.95,0.0213,0.0319,Mary Jane Girls,True
5hXEcqQhEjfZdbIZLO8mf2,Everything She Wants,61,0.9,0.459,0.962,0.321,0.0366,Wham!,True
2kgqupahrJpYB4r1poTXEY,Axel F,51,0.799,0.491,0.57,0.016,0.0891,Harold Faltermeyer,False
6SpqIgl1I2dLVEBZ9VFehw,Take No Prisoners (In the Game of Love),3,0.763,0.681,0.964,0.0186,0.0313,Peabo Bryson,True
0f0FXdyHWAx3q7XyU9oLMI,Willie And The Hand Jive,28,0.381,0.855,0.789,9.33e-05,0.0529,George Thorogood & The Destroyers,True
6th7K3C0mmxk5AlT4x4oro,Frankie,42,0.813,0.759,0.963,0.719,0.0878,Sister Sledge,False
7e2v1ko5WXbK0GqP4dDaDG,Tired Of Being Blonde,8,0.71,0.633,0.965,0.0723,0.0299,Carly Simon,True
0fglqorPFsc3ey1qud9B3P,Make It Better (Forget About Me),13,0.564,0.676,0.739,0.0991,0.0436,Tom Petty and the Heartbreakers,True
6SooMzpsDiPHFoLsk9XAvU,Burning Flame,31,0.751,0.762,0.778,0.492,0.029,Vitamin Z,True
1mMYaXpT65iZDtvfRA9EkE,Fresh,55,0.838,0.381,0.95,0.00912,0.0351,Kool & The Gang,True
1F43XlPBiwAUUIhrUGzylO,Never Ending Story,68,0.599,0.622,0.851,0.359,0.0296,Limahl,True
0jvrac0ac39rXsPgG2MSZ3,All You Zombies,45,0.531,0.76,0.579,0.265,0.0648,The Hooters,False
7iXGUsbYaJddOHj9sYH8Nw,Reaction to Action,28,0.631,0.935,0.404,0.00535,0.0564,Foreigner,True
6B4oVElDIKRNcNUary0WG7,Crazy for You,56,0.662,0.719,0.511,0.107,0.0298,Madonna,True
5h2n551gS8unpKUL6aQSGo,Everything I Need,35,0.729,0.884,0.903,0.0518,0.0269,Men At Work,False
7JERIeYBD7Xrxoae3RYd1g,Hold Me,22,0.858,0.685,0.978,0.028,0.0388,Menudo,True
31cX5stiS5EsrIJLnhLyS5,(Closest Thing To) Perfect,2,0.659,0.77,0.928,0.0173,0.0329,Jermaine Jackson,False
2ogF71NvoPUwJmqyKzEHqP,Animal Instinct,22,0.744,0.809,0.893,0.0666,0.029,Commodores,True
6mKqTzkCLUNUUdGfIsFQow,Don't You (Forget About Me),44,0.651,0.66,0.797,0.0775,0.0265,Simple Minds,False
1910dUGDQpQEeo25bHZidU,Meeting in the Ladies Room,1,0.828,0.859,0.588,0.222,0.073,"Cheryl Cooley, Klymaxx",False
7KB4SeLfd4Ko7rjByIuiOx,Just a Gigolo / I Ain't Got Nobody,32,0.577,0.903,0.629,0.447,0.0592,David Lee Roth,False
3nj43eJ93sld7RHsIegCUI,Smooth Operator,49,0.794,0.56,0.963,0.367,0.0319,Sade,True
0bMv24D8nZbBgjRdG2vcgE,One Lonely Night,34,0.385,0.556,0.296,0.125,0.0257,REO Speedwagon,True
1j06ieEC2BOCM0fTmYhn2l,Alone Again,56,0.298,0.612,0.343,0.0194,0.0379,Dokken,True
36iHMTOAr9S4y0WvuWQtvm,Go For Soda,47,0.673,0.545,0.58,0.0635,0.0412,Kim Mitchell,True
0oKFuFWkZ5gb7gTtpgdEfc,Do You Wanna Get Away,12,0.639,0.877,0.888,0.00233,0.0374,Shannon,True
5yGTQzYbEdY6B9RFZJypgt,Rhythm Of The Night,67,0.707,0.759,0.955,0.0769,0.046,DeBarge,True
6kPXTiHe7Xnp5QTLnW4i1X,Some Like It Hot,31,0.74,0.889,0.662,0.0907,0.0446,The Power Station,False
6erBowZaW6Ur3vNOWhS2zM,One Night in Bangkok,52,0.892,0.578,0.621,0.112,0.15,Murray Head,False
4jty9ZxXwfTOmY6WkF8eK0,Say You're Wrong,18,0.657,0.804,0.918,0.0692,0.0423,Julian Lennon,True
7gd2tkbcXCjBO1k6fDW2Gn,Obsession,40,0.614,0.834,0.322,0.00819,0.117,Animotion,False
0NTk9120h5oAiJPuR9GRcY,Lucky In Love,31,0.7,0.738,0.486,0.00753,0.124,Mick Jagger,True
080uMDBesKJfS9uoqJCuFy,New Attitude,42,0.844,0.683,0.975,0.0676,0.0535,Patti LaBelle,False
4UaNQLGNDlDcrQSugrD3WJ,Lost In Love,20,0.577,0.533,0.257,0.0949,0.026,New Edition,False
4yCRCEAfCMRyqCpBSd0qDp,All She Wants To Do Is Dance,52,0.689,0.549,0.906,0.0363,0.0304,Don Henley,True
3PzsbWSQdLCKDLxn7YZfkM,I'm On Fire,72,0.62,0.446,0.868,0.589,0.0347,Bruce Springsteen,True
3pmjOC68rXV47SSrZnP71i,Freak-a-ristic,0,0.829,0.648,0.764,0.0452,0.0395,Smooth Jazz All Stars,False
33LLMc7LEuf4tc8h0NzhvC,'Til My Baby Comes Home,34,0.748,0.815,0.848,0.246,0.102,Fantasia,True
36hVfKg8RcPGWzu8gaJMWY,Show Some Respect,0,0.821,0.502,0.875,0.0655,0.0471,Burning Fire Karaoke,False
23IK8TF2MSiLnuEjaYPfVV,Nightshift,62,0.736,0.571,0.38,0.604,0.0388,Commodores,True
5pRRRWBKQhMp1xvwQDh7P2,Walking On the Chinese Wall,36,0.492,0.683,0.495,0.195,0.0342,Philip Bailey,True
4nwUQZbmWMkYzKrXgWRIEw,That Was Yesterday,51,0.431,0.683,0.506,0.0477,0.0293,Foreigner,True
3qqoTjGapBrc7pSaujF1Lr,Don't Come Around Here No More,42,0.514,0.633,0.9,0.000484,0.0316,Tom Petty and the Heartbreakers,True
2r3KsOSz0BvLkzsGUy5YdV,Celebrate Youth,34,0.61,0.895,0.75,0.00265,0.0411,Rick Springfield,True
1t6970dAHNvTlsF62hou13,Let's Go out Tonight,10,0.84,0.719,0.644,0.0734,0.0624,Nile Rodgers,False
3RPwxF1d7GjtUo7fMqCcZ9,Only Lonely,33,0.548,0.918,0.349,0.00723,0.038,Bon Jovi,False
6GTs2pr5RZXtPKBXSn4OA3,Some Things Are Better Left Unsaid,6,0.712,0.638,0.586,0.0572,0.0301,Daryl Hall & John Oates,True
2oODkdBzBA9swSBWSlmOCP,Along Comes a Woman,17,0.757,0.389,0.888,0.143,0.0323,Chicago,False
61HGj25ENxWMuSYibZfqyM,Square Rooms,50,0.747,0.674,0.746,0.244,0.031,Al Corley,False
6vyZfDArwB7MdASSjFsl9y,One More Night,40,0.614,0.366,0.304,0.589,0.0325,Phil Collins,True
02kLsFtDarrR3xZldeerbL,Save the Night for Me,0,0.658,0.64,0.36,0.646,0.0357,Maureen Steele,False
2tHA8Z3oj4KUwqkJr6HfqD,Satisfaction Guaranteed,34,0.481,0.573,0.6,0.251,0.0468,The Firm,False
1HuRBDVbTUnhDxOSNOgEO5,Missing You,42,0.678,0.251,0.232,0.566,0.0337,Diana Ross,True
4oivs3WWV3XwAWESvPk5eG,We Close Our Eyes,51,0.696,0.854,0.912,0.0217,0.0326,Go West,False
4UAKpv6eVYDCHShbKRnwub,"Baby, Come And Get It",14,0.884,0.95,0.961,0.184,0.0461,The Pointer Sisters,True
0DJFfzpoWz0wiaBzqcSeuh,Imagination,38,0.663,0.787,0.795,0.378,0.04,Belouis Some,False
5DeuAlTIDflXOomztXYM5D,Rock and Roll Girls,51,0.794,0.73,0.767,0.0538,0.0332,John Fogerty,True
22sLuJYcvZOSoLLRYev1s5,Material Girl,73,0.742,0.883,0.978,0.333,0.0329,Madonna,True
4Ze5UOmcQMZEh4HtQXoy2S,Vox Humana,13,0.528,0.932,0.67,0.0254,0.0787,Kenny Loggins,False
5FLnkxRYLCiDMvfI2XWQ0E,Lover Girl,0,0.866,0.718,0.924,0.397,0.0952,Abstract Truth,False
4nOK4ihQRFmLxVJfFGbure,Talk to Me,6,0.639,0.745,0.779,0.32,0.0319,Fiona,False
3KTxIOIZIE7UM6vwCX4Ofv,Somebody,50,0.545,0.749,0.457,0.00245,0.0273,Bryan Adams,True
5E4VAm8AYAnKSxF7PqbKnc,Days Are Numbers - The Traveller,36,0.592,0.573,0.487,0.611,0.0307,The Alan Parsons Project,False
3pKGrhdczTPDqOGwOtCehA,Mathematics,3,0.819,0.887,0.963,0.604,0.0534,Melissa Manchester,True
4u1pVvajrzB9k7nTxadENv,Steady,29,0.52,0.421,0.565,0.031,0.0312,Jules Shear,False
5WwqdeavrQrbeAMDxGawse,Can't Fight This Feeling,72,0.408,0.48,0.19,0.155,0.0266,REO Speedwagon,False
4Ov0RiWJmaRI0GUfl8Jaxc,Little Sheila,16,0.489,0.919,0.556,0.00957,0.0822,Slade,True
7o8UELQiECaSiVBztJTRij,The Bird,39,0.675,0.548,0.453,0.0529,0.0907,The Time,True
2SPU97neddixGZ3wCMLAwx,Too Late For Goodbyes,46,0.867,0.743,0.969,0.16,0.0325,Julian Lennon,True
0kly0FygSDXVbvbXxsZ31S,High on You,51,0.659,0.714,0.871,0.398,0.0321,Survivor,True
0XZ7xLQGxMGluQcSUaDT7b,Can't Stop,22,0.715,0.694,0.802,0.036,0.0553,Rick James,False
14FAtIQZsRYeu8zVI33l7f,I Was Born to Love You,53,0.577,0.676,0.374,0.0144,0.0331,Freddie Mercury,False
6IXANTg9CWP73yEXqTHkBx,Basketball,37,0.882,0.507,0.828,0.0216,0.0901,Kurtis Blow,True
3hPljMlsrP2S4j2WQdhZo0,Why Can't I Have You,35,0.586,0.503,0.895,0.358,0.0322,The Cars,True
0RslgVCtc9FCHd6z83YPkB,Radioactive,38,0.579,0.601,0.615,0.163,0.0337,The Firm,False
3nulzAA8PNw1nZcUbrNxcf,Keeping the Faith,48,0.781,0.672,0.854,0.245,0.108,Billy Joel,True
1Ym4HYsyi81DAaTvbDLpok,Jammin,9,0.867,0.817,0.699,0.258,0.104,Teena Marie,True
1E2iehquphUsbmj8VTzWdQ,Only the Young,48,0.331,0.833,0.527,0.0115,0.0408,Journey,True
55428gAARa9OwQAjkd30wZ,Rain Forest,36,0.776,0.703,0.922,0.00108,0.0498,Paul Hardcastle,False
4pVTneBibGa5HU7HzAOvY8,Just Another Night,36,0.766,0.878,0.833,0.127,0.0585,Mick Jagger,True
4LbFrIQwutqVBkw8qnfFrR,The Word Is Out,21,0.698,0.768,0.688,0.0144,0.0427,Jermaine Stewart,True
2ewWHECQ6LRCqd659StkHM,Relax,45,0.691,0.653,0.819,0.296,0.035,Frankie Goes To Hollywood,False
7yXb6dInm0pKwtxMLFhRIP,Say It Again,31,0.67,0.622,0.879,0.103,0.0375,Santana,True
5vQGyKkRGFqVFP8ikkN1Yo,Magical,0,0.707,0.85,0.894,0.353,0.0521,John Parr,False
4ORrmiRW4IjPADIpNPCsDc,Lucky,17,0.879,0.47,0.899,0.0426,0.0332,Greg Kihn,False
4gXSJzN84xigfKeDUcVOav,Save a Prayer,33,0.579,0.758,0.652,0.348,0.0288,Duran Duran,False
00ODCfwZix0sfqSfBYT18Z,Change,44,0.403,0.848,0.622,0.246,0.0625,John Waite,True
4H3vuLX59XPqdtTpIesGyS,California Girls,45,0.582,0.748,0.433,0.432,0.0521,David Lee Roth,False
1kMInPKhtOag4FX4cMlqOT,Misled,38,0.827,0.643,0.938,0.012,0.0455,Kool & The Gang,True
73XBEM0gcXc3lku1KwaLGS,Neutron Dance,52,0.751,0.762,0.87,0.0242,0.05,The Pointer Sisters,True
2TYz86Z2q742nXD9cm8mDM,I Want to Know What Love Is,13,0.45,0.598,0.447,0.212,0.0308,Foreigner,False
0snjiBeMW3VI8UeNYCStTQ,High School Nights,12,0.673,0.873,0.91,0.121,0.0483,"Dave Edmunds, Various Artists",False
4BXCYOULbCWEQCkft8AWMc,Beat of a Heart,14,0.612,0.766,0.676,0.0276,0.0468,Scandal,True
6XRV5yAeqpPPR9gLP19aRN,Swear,2,0.688,0.768,0.962,0.00742,0.0358,Sheena Easton,False
3EyYAvOmi6RtZucmhFb4gM,Naughty Naughty,3,0.627,0.609,0.554,0.0777,0.0437,John Parr,False
7u0b4DthVvd2F2EzCiOx0Z,Turn up the Radio,52,0.629,0.79,0.428,0.0375,0.0429,Autograph,True
2lV69zDppfh7WiJlXQmvDe,HEARTLINE,5,0.691,0.957,0.504,0.215,0.0555,Robin George,False
1p6OGxxPyfJPV459PdEBjM,Will the Wolf Survive?,31,0.737,0.695,0.844,0.0482,0.0301,Los Lobos,True
4sr4NdrPfds9Qfors9UkiO,Solid,52,0.814,0.474,0.956,0.27,0.0309,Ashford & Simpson,True
0r6KgZ9NubKBbtZsaSvaO8,Lover Boy,0,0.847,0.581,0.799,0.27,0.0576,Rowdy Heart Music,False
23PayDM4dRdm1dvzGimKZ1,Let's Talk About Me,33,0.655,0.412,0.515,0.345,0.0443,The Alan Parsons Project,True
0tkfgenYMiMQPIma894lgc,The Old Man Down The Road,53,0.768,0.809,0.737,0.0271,0.0289,John Fogerty,True
65IWXigdPaOXJM2j4cFY9p,Method of Modern Love,30,0.709,0.63,0.767,0.0721,0.0533,Daryl Hall & John Oates,True
3G9vkLzT3S1FzikOXmisO2,Back In Stride,24,0.795,0.643,0.957,0.332,0.0371,"Frankie Beverly, Maze",True
1noELWXA5Cv0Ci4j8crir6,Sugar Walls,32,0.744,0.55,0.853,0.0746,0.0554,Sheena Easton,False
0QUpBXTOdB4JJyTGFN6dH1,Jungle Love,51,0.761,0.641,0.822,0.0713,0.0445,The Time,True
7mx0FPLMjBh8yIyO4VuNde,Scientific Love,9,0.716,0.862,0.588,0.0417,0.0482,Midnight Star,True
22yC2cBx4eYNtqyCEMhwUT,Go Down Easy,23,0.636,0.257,0.572,0.435,0.0326,Dan Fogelberg,True
1sUQJeihi2iSAQOXtxRjkz,You're the Inspiration,40,0.593,0.562,0.314,0.535,0.0274,Chicago,True
4gvea7UlDkAvsJBPZAd4oB,The Boys Of Summer,75,0.522,0.559,0.908,0.546,0.0387,Don Henley,True
2j1mCe3bCFx6wzMh6T90i9,"Roxanne, Roxanne",34,0.925,0.955,0.641,0.0342,0.292,Utfo,True
7y1u6imIRHxTT40WMbLmKs,Mr. Telephone Man,38,0.734,0.539,0.788,0.0328,0.0328,New Edition,False
1Z59l4hOQV03cIrsfOVgVG,Kiss and Tell,2,0.718,0.88,0.966,0.0659,0.0288,"Isley, Jasper, Isley",False
4mxkQkZSX1BWgIYh5Q2Jt9,Foolish Heart,57,0.644,0.58,0.591,0.281,0.0226,Steve Perry,True
62uVZ60S2tvVXMsjjdmynr,You Send Me,11,0.685,0.332,0.528,0.131,0.0304,The Manhattans,False
39S742Ve3ySSRagMz8MzPC,Operator,26,0.853,0.898,0.74,0.116,0.0511,Midnight Star,True
1ZPlNanZsJSPK5h9YZZFbZ,Like a Virgin,70,0.773,0.656,0.971,0.202,0.0381,Madonna,True
1NlhlIhzRwORlIPw0PkwOg,Emotion,19,0.632,0.443,0.669,0.633,0.0389,Barbra Streisand,True
6AWht7rs160cnbKeUKzlTS,One Night In Bangkok,11,0.868,0.306,0.873,0.0222,0.054,Robey,False
29IXQHFstQTC1CKIRxyFp4,Tenderness,6,0.569,0.865,0.732,0.282,0.0351,The Karaoke Channel,False
5iS1LpRTQaNoYgBz5oqscz,Piece By Piece,8,0.639,0.725,0.865,0.00578,0.0447,The Tubes,True
59Nx00SqCYFFgbxxLuHwpr,Follow Your Heart,33,0.433,0.911,0.512,0.000192,0.0472,Triumph,False
7iMDtQVTT4gxlX12SHkzdq,Treat Her Like A Lady,29,0.775,0.791,0.918,0.0973,0.0474,The Temptations,True
2Rzmp0r6j1axxr8aVOPU4X,Call To The Heart,24,0.518,0.644,0.158,0.156,0.0371,Giuffria,False
1AUdiVjbhGgZ5hAKe5jA0N,Restless Heart,19,0.553,0.787,0.852,0.0412,0.0295,John Waite,True
7LLBFAlUOE6rUHDePQL57a,All I Need,35,0.475,0.375,0.166,0.468,0.0282,Jack Wagner,True
1EZmeztCbpOM1vqDlGyJLQ,This Is My Night,29,0.73,0.873,0.698,0.0129,0.0706,Chaka Khan,True
5tFwWBHgsmR4GXbHjDIVKg,Love Light In Flight,27,0.768,0.734,0.939,0.0932,0.0539,Stevie Wonder,True
451AtTeM7b3piMwVroQN70,Ooh Ooh Song,24,0.363,0.715,0.917,0.0346,0.0371,Pat Benatar,True
1Cg8HzQLJ4rjjXprgotjJj,Crazy,43,0.454,0.186,0.303,0.727,0.031,Kenny Rogers,True
5C2O6Tr274KQNxcmPnk2t2,Money Changes Everything,44,0.594,0.883,0.706,0.0186,0.0375,Cyndi Lauper,False
2RWFncSWZEhSRRifqiDNVV,Run To You,64,0.561,0.811,0.635,0.00515,0.0265,Bryan Adams,True
6gmLSRnCGWaPeO64miR2Rr,Do What You Do,40,0.573,0.462,0.399,0.448,0.0256,Jermaine Jackson,False
5yHQ8xAHLuQ2VZH3dgTPZE,Jamie,18,0.809,0.548,0.843,0.202,0.0331,"Raydio, Ray Parker, Jr.",False
665Jxlgi1HamPKbW1vwzx4,We Belong,66,0.706,0.322,0.305,0.528,0.0467,Pat Benatar,True
6EF4Rt0ozj2CGCM3EhL1jf,One Foot Back in Your Door,5,0.757,0.889,0.79,0.0523,0.0806,Roman Holliday,False
33GgRQ2PCzLGotP6KWwj1T,Holyanna,38,0.482,0.714,0.832,0.029,0.0284,Toto,True
5TrBpI6fSSMKKT3D5eOdkd,Cool It Now,37,0.865,0.617,0.669,0.0487,0.0566,New Edition,False
4EEwOXbB4V1E3hge4UKihY,Born In The USA,6,0.799,0.151,0.181,0.885,0.0484,Sweet Little Band,False
23M7cQkNJLiddeubvVgaQl,The Wild Boys,52,0.741,0.838,0.586,0.407,0.0637,Duran Duran,True
7fOTrIJx0UPA2hKCTSGC3M,Bongo Bongo,9,0.726,0.768,0.486,0.0437,0.0548,Steve Miller Band,False
35Z9SYT8AjvgvUag0H4iQt,Gotta Get You Home Tonight,40,0.623,0.633,0.575,0.277,0.0563,Eugene Wilde,True
5yR9u8QiOt8hJaddv32oo7,I Feel for You,56,0.794,0.925,0.931,0.012,0.0625,Chaka Khan,True
20tiyvXaJMmnLCnStJY3s5,Do It Again,26,0.565,0.893,0.554,0.163,0.0433,The Kinks,True
5uGt6uFujtx6cWq0P8fm1n,Sea of Love,7,0.422,0.411,0.393,0.111,0.0257,The Honeydrippers,False
7lt7Ln4T1msZFAOyuLvs1I,In Neon,20,0.58,0.38,0.198,0.646,0.034,Elton John,True
2tHJqo9ifNJ9N5MkLDGNaA,If I Had A Rocket Launcher,32,0.64,0.716,0.529,0.0903,0.0271,Bruce Cockburn,True
69giSyXuflQcEoR8OpWQ36,Invitation To Dance,14,0.823,0.931,0.963,0.225,0.0306,Kim Carnes,False
6lTaVAtnxa69VgRwxOcMsJ,Valotte,37,0.571,0.512,0.188,0.238,0.0259,Julian Lennon,True
6Z7nSvnAhMasviVPmdEZKC,Do They Know It's Christmas?,40,0.591,0.708,0.36,0.167,0.0398,Band Aid,True
2l9kLsdCm6WNnwoGlfVIkl,Baby Come Back To Me,4,0.59,0.35,0.963,0.449,0.0367,The Manhattan Transfer,False
4oBLp0Gx8xoxhq4DXcQ7ps,Understanding,38,0.731,0.756,0.514,0.0766,0.0266,Bob Seger,True
1VJBQdDrOblSLmoZMeh1xh,Knocking At Your Back Door,46,0.524,0.818,0.525,0.000915,0.0406,Deep Purple,True
0ikz6tENMONtK6qGkOrU3c,Wake Me up Before You Go-Go,77,0.62,0.574,0.9,0.272,0.0421,Wham!,True
46NtQJH1eok28bucLlHqQT,I Can't Hold Back,49,0.509,0.681,0.33,0.499,0.0306,Survivor,True
3L5zRJTIKlV6xaV3XjMQfL,Tender Years,15,0.51,0.479,0.319,0.273,0.0253,John Cafferty & the Beaver Brown Band,False
0mZMojsGlKE1pNyicDhhQ2,Bruce,8,0.69,0.634,0.611,0.158,0.291,Rick Springfield,False
2CIDqYfIYfl9vx02wIyCG9,All Through the Night,54,0.573,0.65,0.346,0.201,0.0257,Cyndi Lauper,False
23gmmiGpMHkxWc0XI1ika5,No More Lonely Nights,41,0.323,0.533,0.461,0.0199,0.0379,Paul McCartney,True
7dox9B92nanss0YuviceR9,Centipede,27,0.539,0.657,0.658,0.0793,0.0586,Rebbie Jackson,True
6RNDeRnWsRMjPdNVgupZCs,I Just Called To Say I Love You,73,0.748,0.551,0.65,0.243,0.0239,Stevie Wonder,False
2OyhKMrcQ38esiohOixowR,Strut,40,0.91,0.751,0.975,0.295,0.039,Sheena Easton,False
5I0620xa6ecXZinsDUUcYF,The Belle of St. Mark,32,0.612,0.806,0.676,0.0319,0.0479,Sheila E.,True
6HFpfx0Efw1ckqKTLVrMQy,Hello Again,40,0.861,0.834,0.914,0.218,0.0464,The Cars,True
2dTRDAqDJf0rqVmkSgDyDn,Penny Lover,36,0.699,0.334,0.623,0.537,0.0295,Lionel Richie,True
24rv66H94QGVqIXHjA3kn6,Pride (In The Name Of Love),35,0.456,0.87,0.734,0.000891,0.0306,U2,True
3q9LRpghuXumIQLna5MZjq,It Ain't Enough,18,0.743,0.417,0.644,0.513,0.03,Corey Hart,True
6YytY6PPvAEp1MluJ49nP0,Better Be Good To Me,42,0.709,0.807,0.738,0.0289,0.0454,Tina Turner,False
4wcrWfOjVNYoznqCKfu9d1,Stranger In Town,41,0.599,0.667,0.762,0.0957,0.0329,Toto,True
5GO3kGAlFpemBB86Rkfhbd,Desert Moon,0,0.522,0.368,0.229,0.24,0.0257,The Karaoke Channel,True
3TjlMH27nWbY3veJ8fHdaD,Caribbean Queen (No More Love On the Run),61,0.791,0.693,0.956,0.17,0.0264,Billy Ocean,False
3BZGi1yUqQyCNC868AqUGG,Big in Japan,64,0.748,0.414,0.239,0.069,0.0405,Alphaville,True
5d0ixACDQzqeMJnOyM2vOe,Eye On You,16,0.521,0.762,0.435,0.187,0.0474,Billy Squier,True
3Kb1811m6LfsBqJgN1VkC1,Walking On A Thin Line,39,0.679,0.6,0.695,0.00108,0.0313,Huey Lewis & The News,False
5NN5MQyE3Lo91zAEHpGa7S,Two Tribes,51,0.54,0.621,0.195,0.00292,0.0369,Frankie Goes To Hollywood,False
4R9PY7rOJuI5lWAK73lTaD,We Are the Young,29,0.661,0.898,0.627,0.000832,0.0419,Dan Hartman,False
6B4bbxgcToDVMkw92Oj356,Ti Amo,42,0.577,0.519,0.638,0.425,0.0312,Laura Branigan,True
25tCoH8AHYx9K2tsdhXngp,Hard Habit to Break,38,0.592,0.567,0.425,0.552,0.0273,Chicago,True
37yEfFkY54AijZUjDv0gAl,Had A Dream (Sleeping With The Enemy),40,0.568,0.701,0.449,0.313,0.0292,Roger Hodgson,True
3U5OlWjYMuJwyjbHgmpR64,The Greatest Gift of All,5,0.475,0.355,0.125,0.464,0.0256,"Kenny Rogers, Dolly Parton",False
3xe8uHmueSFYoznScva9SV,Catch My Fall,23,0.681,0.598,0.845,0.000795,0.0473,Billy Idol,True
4yJwYm8Y9fKXD0Pjf9lWYh,Tears,19,0.464,0.648,0.581,0.004,0.0306,John Waite,True
1MqGKtY9L5qjPi8s7gX645,I Can't Drive 55,56,0.531,0.625,0.882,0.0043,0.0319,Sammy Hagar,True
0BMg8rKB1e187PNDwdCewQ,Amnesia,0,0.639,0.717,0.79,0.0169,0.0448,Shalamar,True
2u8MGAiS2hBVE7GZzTZLQI,I'm So Excited,68,0.688,0.858,0.697,0.103,0.0348,The Pointer Sisters,True
2JzYETaHEZUTQpdknoARFx,Let It All Blow,1,0.601,0.598,0.647,0.0021,0.0399,Dazz Band,False
1atapfTmtmmDEAwG3iLUow,Hands Tied,15,0.569,0.891,0.521,0.0129,0.0484,Patty Smyth,True
37SmgvvJ3iQWtVn9dmNyfK,I Wanna Go Back,5,0.736,0.649,0.777,0.291,0.0273,Billy Satellite,True
6xdYHNW7gFz9Fm8wSarUMK,The Wild Life,11,0.596,0.892,0.779,0.17,0.0389,Bananarama,True
35EwjqfGTFN6AzAhPftKNQ,The War Song,19,0.81,0.531,0.89,0.188,0.0413,Culture Club,False
6l0afH4GG624RDhboISjwL,Thief Of Hearts,16,0.682,0.795,0.862,0.0379,0.033,Melissa Manchester,True
3O7BVrvdDC4ptBayiUDHaK,Heaven (Must Be There),24,0.665,0.764,0.843,0.0308,0.0294,Eurogliders,False
1XKKKkkzeLkhPK7P5WDKmp,"Teacher, Teacher",35,0.409,0.954,0.725,0.00147,0.0607,38 Special,False
1brpdmqkx3kSxyqzqXfW7J,Heaven's On Fire,64,0.679,0.859,0.792,0.00536,0.0665,KISS,True
3mnNqugL0grFxgGd7J6YCJ,On the Dark Side,36,0.407,0.948,0.479,0.00653,0.168,John Cafferty & the Beaver Brown Band,True
53Eqyg5eFqyuUCaSwozq4f,Some Guys Have All the Luck,42,0.751,0.617,0.907,0.136,0.039,Rod Stewart,True
0EOX7OC7l6FkPqIHyCXEo2,Sunshine In The Shade,20,0.554,0.771,0.968,0.0856,0.0369,The Fixx,True
0VjvaMeG1JnGlbGDf4Rax2,The Gap,24,0.645,0.884,0.642,0.15,0.0411,Thompson Twins,True
6mGOqiCzOhzG08qtFdoYHw,Who Wears These Shoes?,25,0.615,0.742,0.938,0.205,0.0446,Elton John,True
7KP1J17dxk6h3msMWq07Nz,Supernatural Love,9,0.734,0.586,0.903,0.0622,0.0318,Donna Summer,True
3wfujdbamR3Z46F4xav7LM,Drive,68,0.582,0.606,0.504,0.124,0.0289,The Cars,True
5g5EdgkfKVUceOTJtm0Kel,After All,46,0.487,0.192,0.26,0.575,0.0291,Al Jarreau,True
2hWI9GNr3kBrxZ7Mphho4Q,Lucky Star,54,0.793,0.627,0.963,0.266,0.0431,Madonna,False
4U7NhC2rQTAhH7dw7H0goB,Cover Me,53,0.535,0.884,0.796,0.00188,0.0407,Bruce Springsteen,True
56Mezqhixz82RQZFcOUz9J,Left In the Dark,21,0.428,0.273,0.256,0.693,0.0444,Barbra Streisand,True
179SfVFJ0ZN41toTxnpgRD,The Glamorous Life,48,0.759,0.675,0.866,0.0261,0.0422,Sheila E.,True
6uPA79mjYERxMJiQOS4sgQ,Swept Away,28,0.713,0.902,0.883,0.0233,0.039,Diana Ross,True
70Z9t1qhytWtG4cCmmi7mU,I Wanna Rock,68,0.504,0.911,0.671,0.00512,0.0738,Twisted Sister,True
1Qrdlkgg9I4J7r3P4kZNwr,Missing You,68,0.552,0.552,0.593,0.052,0.0364,John Waite,True
1bRaNLthp6QGqhErqzXBWf,Strung Out,35,0.492,0.886,0.623,0.0384,0.0652,Steve Perry,True
4kOfxxnW1ukZdsNbCKY9br,What's Love Got to Do with It,68,0.851,0.406,0.792,0.219,0.0661,Tina Turner,True
6825ujIyyrnHiXOzTVlWFG,A Girl in Trouble (Is a Temporary Thing),37,0.683,0.722,0.879,0.117,0.0322,Romeo Void,False
2d7IRqrtQuXMfDlNaYRJwj,Bop 'Til You Drop,9,0.706,0.777,0.653,0.0395,0.0394,Rick Springfield,False
2JSHi2oUAuGsQ1cq5fyvPa,Are We Ourselves?,25,0.637,0.753,0.971,0.00775,0.0459,The Fixx,False
0Vw9dU92bdHAZlmwzrdmQ2,Body Rock,36,0.73,0.537,0.788,0.253,0.0332,Maria Vidal,False
